iter	Logloss
130	0.3023109319
131	0.3022913293
132	0.3022605735
133	0.3022418278
134	0.3021865652
135	0.3021713661
136	0.3021278486
137	0.3021028634
138	0.3020827504
139	0.3020458341
140	0.3020182245
141	0.3020038603
142	0.3019806866
143	0.3019544593
144	0.301914897
145	0.3018897107
146	0.3018756025
147	0.3018452107
148	0.3018282026
149	0.3018018148
150	0.3017777923
151	0.3017589004
152	0.3017461022
153	0.3017269665
154	0.301710887
155	0.3016977446
156	0.3016764724
157	0.3016510688
158	0.3016308057
159	0.3016154453
160	0.3016000041
161	0.3015756847
162	0.3015586178
163	0.3015211126
164	0.3014997957
165	0.3014859367
166	0.3014780092
167	0.3014452129
168	0.301427022
169	0.301412982
170	0.3013981487
171	0.3013846388
172	0.3013697654
173	0.3013540331
174	0.3013414141
175	0.3013115967
176	0.3012939178
177	0.3012803065
178	0.3012653396
179	0.3012499805
180	0.3012226893
181	0.3012114932
182	0.3011936968
183	0.3011799531
184	0.3011470462
185	0.3011189959
186	0.301100886
187	0.3010878995
188	0.3010712882
189	0.3010549865
190	0.3010393854
191	0.3010270518
192	0.3010041541
193	0.3009921918
194	0.3009679169
195	0.3009537936
196	0.3009323068
197	0.3009018999
198	0.3008868604
199	0.3008744861
200	0.3008578714
201	0.3008467133
202	0.3008260166
203	0.300807604
204	0.3007972417
205	0.3007809347
206	0.3007572058
207	0.3007409882
208	0.3007095843
209	0.300680645
210	0.3006663058
211	0.3006534856
212	0.3006244902
213	0.3006112057
214	0.3006013106
215	0.3005855636
216	0.300567066
217	0.3005500052
218	0.3005355638
219	0.3005120075
220	0.3005042844
221	0.3004893668
222	0.3004797313
223	0.3004660662
224	0.3004495726
225	0.300435742
226	0.3004083524
227	0.3003855749
228	0.3003601047
229	0.3003470506
230	0.3003365658
231	0.3003268472
232	0.300307214
233	0.3002833439
234	0.3002734709
235	0.3002613675
236	0.3002477495
237	0.3002191467
238	0.3002079869
239	0.3001957812
240	0.3001766198
241	0.3001660877
242	0.3001532566
243	0.3001410395
244	0.3001314904
245	0.3001240969
246	0.3000980111
247	0.3000699291
248	0.3000569189
249	0.3000461972
250	0.3000312
251	0.3000181078
252	0.3000001721
253	0.2999919487
254	0.2999815073
255	0.2999579713
256	0.2999485879
257	0.2999289502
258	0.2999128289
259	0.2999003744
260	0.2998902534
261	0.2998737828
262	0.2998611784
263	0.2998514164
264	0.299841522
265	0.2998325602
266	0.2998200254
267	0.299810424
268	0.299801221
269	0.2997923693
270	0.2997819775
271	0.2997569181
272	0.2997432277
273	0.2997311411
274	0.2997219901
275	0.2997128774
276	0.2996963563
277	0.2996876063
278	0.2996663637
279	0.2996500985
280	0.2996403941
281	0.2996309236
282	0.2996244136
283	0.2996150831
284	0.299605289
285	0.2995824158
286	0.2995711025
287	0.2995540602
288	0.2995401889
289	0.2995298986
290	0.299523709
291	0.2995145398
292	0.2995069452
293	0.2994983458
294	0.2994862574
295	0.2994745308
296	0.2994650438
297	0.299451985
298	0.2994347168
299	0.2994273323
300	0.2994205752
301	0.2994086827
302	0.2993899573
303	0.2993709468
304	0.2993595499
305	0.2993398072
306	0.299333909
307	0.2993237113
308	0.2993135868
309	0.2993061671
310	0.299295329
311	0.299281629
312	0.2992718093
313	0.2992584517
314	0.2992457421
315	0.299234019
316	0.299210652
317	0.2991989156
318	0.2991823422
319	0.2991672566
320	0.2991597478
321	0.2991495014
322	0.2991367602
323	0.2991293366
324	0.2991212024
325	0.2991137734
326	0.2991045243
327	0.2990867255
328	0.2990743566
329	0.2990643834
330	0.2990550472
331	0.2990471694
332	0.2990395748
333	0.2990232217
334	0.2990138696
335	0.299005507
336	0.2989922422
337	0.2989859407
338	0.2989750147
339	0.2989666434
340	0.2989602634
341	0.2989522218
342	0.2989449012
343	0.2989299454
344	0.2989171565
345	0.2989077807
346	0.2988972578
347	0.2988883085
348	0.2988700608
349	0.2988593716
350	0.2988510365
351	0.2988424879
352	0.2988270958
353	0.2988180457
354	0.2988081413
355	0.2987989313
356	0.29878927
357	0.2987803663
358	0.2987739279
359	0.2987659625
360	0.2987539809
361	0.2987448926
362	0.2987363984
363	0.2987251135
364	0.2987159918
365	0.2987108025
366	0.2987033047
367	0.2986981343
368	0.2986836314
369	0.298675932
370	0.2986676352
371	0.2986609296
372	0.2986536273
373	0.2986382379
374	0.2986264683
375	0.298620532
376	0.2986077565
377	0.2985986421
378	0.2985843226
379	0.2985766162
380	0.2985652612
381	0.2985608282
382	0.2985486997
383	0.2985311788
384	0.2985266362
385	0.2985195086
386	0.298501837
387	0.2984922616
388	0.2984823944
389	0.2984713064
390	0.2984641076
391	0.2984497199
392	0.2984363717
393	0.2984289132
394	0.298420965
395	0.2984075714
396	0.2984024163
397	0.2983954428
398	0.2983834794
399	0.2983688144
400	0.2983642198
401	0.298355366
402	0.2983498249
403	0.2983426937
404	0.2983290839
405	0.2983243134
406	0.2983171621
407	0.2983054204
408	0.2982924016
409	0.298284873
410	0.2982755712
411	0.2982694641
412	0.2982623099
413	0.2982580847
414	0.2982529384
415	0.2982429872
416	0.2982354068
417	0.2982269566
418	0.2982140969
419	0.2982059074
420	0.2981995468
421	0.2981923185
422	0.2981817907
423	0.2981760554
424	0.2981681359
425	0.298161501
426	0.2981506158
427	0.2981455521
428	0.2981380065
429	0.298132089
430	0.2981234559
431	0.298111695
432	0.2981001454
433	0.2980957902
434	0.2980865124
435	0.2980800146
436	0.2980722165
437	0.298065805
438	0.2980578414
439	0.2980513189
440	0.2980443841
441	0.298039692
442	0.2980346343
443	0.2980286493
444	0.2980165177
445	0.2980088781
446	0.2979946353
447	0.297983436
448	0.2979773862
449	0.2979635581
450	0.297953713
451	0.2979428464
452	0.297933961
453	0.2979269974
454	0.2979161561
455	0.2979111314
456	0.2978981157
457	0.2978908304
458	0.2978816826
459	0.297876583
460	0.297869616
461	0.2978653317
462	0.2978588136
463	0.2978472359
464	0.2978400793
465	0.297830638
466	0.2978254342
467	0.2978196789
468	0.2978130342
469	0.2978072984
470	0.2977982518
471	0.2977934754
472	0.2977852792
473	0.297773208
474	0.2977670123
475	0.297762596
476	0.2977591488
477	0.2977504946
478	0.2977429937
479	0.2977350397
480	0.2977260567
481	0.2977188205
482	0.2977125954
483	0.2977035063
484	0.2976964357
485	0.2976910153
486	0.2976806221
487	0.2976757845
488	0.2976701563
489	0.2976599628
490	0.2976549426
491	0.2976463513
492	0.2976351883
493	0.2976304468
494	0.2976248221
495	0.297620539
496	0.2976127094
497	0.2976023088
498	0.2975969188
499	0.297591742
500	0.2975871477
501	0.2975786068
502	0.2975703395
503	0.2975635682
504	0.2975581145
505	0.2975514214
506	0.2975418751
507	0.2975315227
508	0.2975246431
509	0.2975142912
510	0.2975070298
511	0.2974995146
512	0.2974967343
513	0.2974904885
514	0.2974829221
515	0.2974788485
516	0.297474053
517	0.2974679961
518	0.2974618114
519	0.2974532241
520	0.2974434124
521	0.2974359653
522	0.2974309166
523	0.2974200151
524	0.2974139409
525	0.2974061721
526	0.297391705
527	0.2973859715
528	0.2973804353
529	0.297376284
530	0.2973711472
531	0.2973659434
532	0.2973587514
533	0.297354665
534	0.2973474642
535	0.2973409455
536	0.2973337106
537	0.2973206824
538	0.2973168907
539	0.2973064847
540	0.2972983242
541	0.2972867474
542	0.2972824887
543	0.2972700882
544	0.2972638541
545	0.2972580368
546	0.297249458
547	0.2972449593
548	0.2972329656
549	0.2972279204
550	0.2972173012
551	0.2972108727
552	0.2972055634
553	0.2971982107
554	0.2971912855
555	0.2971856204
556	0.2971801713
557	0.2971712441
558	0.2971639033
559	0.2971565149
560	0.2971486996
561	0.2971455842
562	0.2971375673
563	0.2971234391
564	0.2971128115
565	0.2971077449
566	0.297103301
567	0.2970965357
568	0.2970878653
569	0.2970804963
570	0.2970729603
571	0.2970679088
572	0.2970580551
573	0.2970500936
574	0.2970435325
575	0.2970359893
576	0.2970250474
577	0.2970166352
578	0.2970093958
579	0.2970042687
580	0.2969967698
581	0.2969908027
582	0.2969809
583	0.2969760985
584	0.2969686174
585	0.2969644008
586	0.2969572863
587	0.2969490313
588	0.2969415061
589	0.2969333084
590	0.2969261597
591	0.2969173363
592	0.2969089647
593	0.2969028079
594	0.2968983308
595	0.2968906333
596	0.2968790495
597	0.2968711118
598	0.2968624892
599	0.2968561548
600	0.2968497509
601	0.2968394921
602	0.2968329347
603	0.2968274013
604	0.2968192766
605	0.2968145672
606	0.2968084645
607	0.2968027362
608	0.2967951646
609	0.2967862306
610	0.2967791998
611	0.2967723603
612	0.2967685202
613	0.2967630036
614	0.2967591334
615	0.296749257
616	0.2967444725
617	0.2967354354
618	0.2967300354
619	0.2967163677
620	0.2967102744
621	0.2967030706
622	0.2966959885
623	0.2966900656
624	0.2966846122
625	0.2966795144
626	0.2966729569
627	0.2966671053
628	0.2966597652
629	0.2966511624
630	0.2966423209
631	0.2966333369
632	0.2966263577
633	0.2966208617
634	0.2966161521
635	0.2966085246
636	0.2965973937
637	0.2965911654
638	0.2965812363
639	0.2965772188
640	0.2965705173
641	0.2965622172
642	0.2965574925
643	0.2965479791
644	0.2965388071
645	0.2965350594
646	0.2965307369
647	0.2965234062
648	0.2965169221
649	0.2965107925
650	0.2965058367
651	0.2964978075
652	0.2964941767
653	0.2964881636
654	0.2964804688
655	0.2964753632
656	0.2964690871
657	0.29646475
658	0.2964599941
659	0.29645441
660	0.2964501277
661	0.2964422078
662	0.2964372055
663	0.2964301804
664	0.2964235328
665	0.2964175842
666	0.2964116084
667	0.2964030058
668	0.2963979581
669	0.29639174
670	0.2963852214
671	0.2963763775
672	0.2963692323
673	0.2963630053
674	0.296357941
675	0.2963506642
676	0.2963410493
677	0.2963359296
678	0.296332372
679	0.2963261314
680	0.2963181671
681	0.2963157491
682	0.2963095617
683	0.2963000038
684	0.296296165
685	0.2962875713
686	0.2962817622
687	0.2962769228
688	0.2962700606
689	0.2962665639
690	0.2962616433
691	0.2962516186
692	0.2962440257
693	0.2962380226
694	0.2962338812
695	0.2962226985
696	0.2962180089
697	0.2962064119
698	0.2962011997
699	0.2961953735
700	0.2961909863
701	0.2961848747
702	0.2961797024
703	0.2961766458
704	0.2961735354
705	0.2961668996
706	0.296160895
707	0.2961573676
708	0.29615351
709	0.2961461653
710	0.2961404932
711	0.2961367239
712	0.2961338175
713	0.2961269204
714	0.2961216742
715	0.2961164777
716	0.2961085363
717	0.2961037237
718	0.2960993317
719	0.2960922862
720	0.296088282
721	0.2960842167
722	0.2960805453
723	0.2960731404
724	0.2960676111
725	0.2960637083
726	0.2960604725
727	0.2960555575
728	0.2960514629
729	0.2960467569
730	0.2960426284
731	0.2960354382
732	0.2960319757
733	0.2960257649
734	0.2960222202
735	0.2960162945
736	0.2960069073
737	0.2959971869
738	0.2959907457
739	0.2959828226
740	0.2959778746
741	0.2959705729
742	0.295966179
743	0.2959608096
744	0.2959565027
745	0.2959488019
746	0.2959439674
747	0.2959378573
748	0.2959338994
749	0.2959251151
750	0.2959195264
751	0.2959136047
752	0.2959075537
753	0.2959043697
754	0.2958989823
755	0.2958925917
756	0.2958883427
757	0.2958833381
758	0.295874927
759	0.2958693019
760	0.2958633081
761	0.2958583657
762	0.2958524503
763	0.295846352
764	0.2958395534
765	0.2958334246
766	0.2958274648
767	0.2958222282
768	0.2958190819
769	0.2958130653
770	0.295807245
771	0.2958040417
772	0.2957988865
773	0.2957938746
774	0.2957895836
775	0.295784551
776	0.2957775133
777	0.295773833
778	0.2957698973
779	0.2957653473
780	0.2957572058
781	0.2957521022
782	0.2957470967
783	0.2957431312
784	0.2957357663
785	0.2957301039
786	0.2957242181
787	0.2957200279
788	0.2957136314
789	0.2957049341
790	0.2957002698
791	0.2956932467
792	0.2956881858
793	0.2956835807
794	0.2956789366
795	0.2956722652
796	0.2956671852
797	0.2956610524
798	0.2956549129
799	0.2956473832
800	0.2956428944
801	0.2956387511
802	0.2956345367
803	0.2956305584
804	0.2956245782
805	0.2956166036
806	0.295612466
807	0.2956073454
808	0.295604254
809	0.2955973091
810	0.2955917673
811	0.2955859122
812	0.2955824421
813	0.2955778341
814	0.2955708779
815	0.2955647117
816	0.2955609061
817	0.295555528
818	0.2955493663
819	0.2955417229
820	0.2955354005
821	0.2955291716
822	0.2955227458
823	0.295518883
824	0.2955152742
825	0.2955117828
826	0.2955048406
827	0.2954976591
828	0.2954921496
829	0.2954859456
830	0.295481178
831	0.2954760665
832	0.2954679794
833	0.2954660468
834	0.2954629099
835	0.2954584561
836	0.2954526701
837	0.2954489311
838	0.2954414234
839	0.2954375385
840	0.2954315405
841	0.2954272826
842	0.2954246544
843	0.2954197057
844	0.2954126187
845	0.2954080884
846	0.2954006101
847	0.2953966007
848	0.2953926926
849	0.2953874914
850	0.295383385
851	0.2953704048
852	0.2953664096
853	0.2953601195
854	0.295355785
855	0.2953513624
856	0.2953465876
857	0.2953416708
858	0.2953348992
859	0.2953300668
860	0.2953229912
861	0.2953156908
862	0.2953110639
863	0.2953070088
864	0.2952997248
865	0.2952951519
866	0.2952894431
867	0.2952850513
868	0.295280698
869	0.295271427
870	0.2952633373
871	0.2952581249
872	0.2952519305
873	0.2952471021
874	0.2952435464
875	0.2952369273
876	0.2952295571
877	0.2952239451
878	0.2952204069
879	0.2952156944
880	0.2952122468
881	0.2952062733
882	0.2951967783
883	0.2951937763
884	0.2951884607
885	0.2951812546
886	0.2951764908
887	0.2951700958
888	0.2951661474
889	0.2951587806
890	0.2951526104
891	0.2951463301
892	0.2951379746
893	0.295129781
894	0.2951256687
895	0.2951209333
896	0.2951130718
897	0.2951072594
898	0.2951022805
899	0.2950971823
900	0.2950925665
901	0.2950878236
902	0.2950841792
903	0.2950793908
904	0.2950755982
905	0.2950685925
906	0.2950624393
907	0.2950587404
908	0.2950531442
909	0.2950476296
910	0.2950437653
911	0.2950377199
912	0.295031783
913	0.2950282487
914	0.2950207765
915	0.2950135104
916	0.2950058003
917	0.2950005971
918	0.2949937748
919	0.2949893642
920	0.2949862274
921	0.2949796618
922	0.2949749478
923	0.2949688269
924	0.2949644256
925	0.2949579627
926	0.2949534147
927	0.2949489505
928	0.2949435309
929	0.294938831
930	0.2949340886
931	0.2949221689
932	0.2949178764
933	0.294914387
934	0.2949091959
935	0.2949030752
936	0.294896918
937	0.2948930527
938	0.2948830436
939	0.2948768505
940	0.2948721442
941	0.2948665236
942	0.294858778
943	0.294853728
944	0.2948485015
945	0.2948432079
946	0.2948378934
947	0.2948306194
948	0.2948274459
949	0.2948203901
950	0.294814692
951	0.2948094213
952	0.2948062764
953	0.2948018737
954	0.2947959834
955	0.2947887968
956	0.2947855867
957	0.2947804661
958	0.2947746571
959	0.294767125
960	0.2947635443
961	0.2947587094
962	0.2947557403
963	0.2947508166
964	0.2947464215
965	0.2947424058
966	0.2947378496
967	0.2947299069
968	0.2947253934
969	0.2947208967
970	0.2947160288
971	0.2947110705
972	0.2947061135
973	0.2947029661
974	0.2946988857
975	0.2946947995
976	0.2946886822
977	0.2946792332
978	0.2946729579
979	0.2946669555
980	0.2946619603
981	0.294658483
982	0.2946509193
983	0.2946477974
984	0.2946442439
985	0.2946394818
986	0.2946340665
987	0.2946298492
988	0.2946265766
989	0.2946229335
990	0.2946190665
991	0.2946151482
992	0.2946103269
993	0.2946058237
994	0.2946016289
995	0.2945953916
996	0.2945910007
997	0.2945867479
998	0.2945754261
999	0.294570424
1000	0.294566753
1001	0.2945620998
1002	0.2945531369
1003	0.2945474179
1004	0.2945436464
1005	0.2945399458
1006	0.2945344887
1007	0.2945304648
1008	0.294526005
1009	0.2945196972
1010	0.2945159383
1011	0.2945095808
1012	0.2945042078
1013	0.2944987737
1014	0.2944910835
1015	0.2944878488
1016	0.2944792628
1017	0.2944753912
1018	0.2944702883
1019	0.2944654167
1020	0.2944605369
1021	0.2944564071
1022	0.2944544807
1023	0.2944488877
1024	0.2944454845
1025	0.2944406766
1026	0.2944380564
1027	0.2944331622
1028	0.294428305
1029	0.294421803
1030	0.2944173722
1031	0.2944133322
1032	0.2944018457
1033	0.2943966677
1034	0.2943927292
1035	0.294385526
1036	0.2943793501
1037	0.2943747752
1038	0.2943708956
1039	0.2943666091
1040	0.2943612315
1041	0.2943574912
1042	0.2943527064
1043	0.2943468978
1044	0.2943439956
1045	0.2943391621
1046	0.2943340685
1047	0.2943318456
1048	0.2943268954
1049	0.2943199657
1050	0.2943108036
1051	0.2943058125
1052	0.2943021578
1053	0.2942982249
1054	0.2942925263
1055	0.2942866517
1056	0.2942838956
1057	0.2942770433
1058	0.2942747927
1059	0.2942724773
1060	0.2942662543
1061	0.2942595742
1062	0.2942550744
1063	0.2942525104
1064	0.2942473438
1065	0.2942400992
1066	0.2942339553
1067	0.2942259167
1068	0.2942213311
1069	0.2942146489
1070	0.294211051
1071	0.2942066181
1072	0.2941987642
1073	0.2941932515
1074	0.2941879304
